step,data_loss,penalty,objective,optimality,b,w_area,w_age
9.500000000000000000e+01,7.809854994670449742e+03,4.645029315956669052e+03,1.245488431062711970e+04,2.585675697059082465e-07,3.319203307111111371e+03,2.024328142939702104e+02,-4.187041431029380867e+00
9.600000000000000000e+01,7.809854992956034948e+03,4.645029317671083845e+03,1.245488431062711970e+04,2.087382581000806044e-07,3.319203307111111371e+03,2.024328143444368209e+02,-4.187041456823233254e+00
9.700000000000000000e+01,7.809854991567972320e+03,4.645029319059150112e+03,1.245488431062712334e+04,1.685162057587347396e-07,3.319203307111111371e+03,2.024328143851778634e+02,-4.187041477826070057e+00
9.800000000000000000e+01,7.809854990444127907e+03,4.645029320182992706e+03,1.245488431062711970e+04,1.360481108454316616e-07,3.319203307111111371e+03,2.024328144180684603e+02,-4.187041494926122986e+00
9.900000000000000000e+01,7.809854989534214837e+03,4.645029321092904866e+03,1.245488431062711970e+04,1.098384591101338225e-07,3.319203307111111371e+03,2.024328144446220108e+02,-4.187041508847204163e+00
1.000000000000000000e+02,7.809854988797509577e+03,4.645029321829609216e+03,1.245488431062711970e+04,8.868050015458795771e-08,3.319203307111111371e+03,2.024328144660600231e+02,-4.187041520179257681e+00
1.010000000000000000e+02,7.809854988201040214e+03,4.645029322426079489e+03,1.245488431062711970e+04,7.159989261102371832e-08,3.319203307111111371e+03,2.024328144833684746e+02,-4.187041529402921292e+00
1.020000000000000000e+02,7.809854987718111261e+03,4.645029322909007533e+03,1.245488431062711970e+04,5.781072699478167781e-08,3.319203307111111371e+03,2.024328144973431733e+02,-4.187041536909808848e+00
1.030000000000000000e+02,7.809854987327114031e+03,4.645029323300007491e+03,1.245488431062712152e+04,4.667824706283223448e-08,3.319203307111111371e+03,2.024328145086265351e+02,-4.187041543018893641e+00
1.040000000000000000e+02,7.809854987010538935e+03,4.645029323616578949e+03,1.245488431062711788e+04,3.769059959327841759e-08,3.319203307111111371e+03,2.024328145177370857e+02,-4.187041547990058454e+00
1.050000000000000000e+02,7.809854986754229685e+03,4.645029323872890018e+03,1.245488431062711970e+04,3.043407903749738272e-08,3.319203307111111371e+03,2.024328145250934483e+02,-4.187041552034886926e+00
1.060000000000000000e+02,7.809854986546710279e+03,4.645029324080409424e+03,1.245488431062711970e+04,2.457536191755962289e-08,3.319203307111111371e+03,2.024328145310335003e+02,-4.187041555325733633e+00
1.070000000000000000e+02,7.809854986378689318e+03,4.645029324248427656e+03,1.245488431062711607e+04,1.984505180088777986e-08,3.319203307111111371e+03,2.024328145358300617e+02,-4.187041558002934316e+00
1.080000000000000000e+02,7.809854986242659834e+03,4.645029324384462598e+03,1.245488431062712334e+04,1.602544724602069284e-08,3.319203307111111371e+03,2.024328145397033722e+02,-4.187041560180706945e+00
1.090000000000000000e+02,7.809854986132518206e+03,4.645029324494602406e+03,1.245488431062711970e+04,1.294136776193643840e-08,3.319203307111111371e+03,2.024328145428311814e+02,-4.187041561952137947e+00
1.100000000000000000e+02,7.809854986043342251e+03,4.645029324583776543e+03,1.245488431062711970e+04,1.045112538706865308e-08,3.319203307111111371e+03,2.024328145453570471e+02,-4.187041563392893018e+00
1.110000000000000000e+02,7.809854985971144743e+03,4.645029324655975870e+03,1.245488431062711970e+04,8.440263042495278275e-09,3.319203307111111371e+03,2.024328145473968732e+02,-4.187041564564617069e+00
